@relation 'prediccion_agotamiento_con_id-weka.filters.unsupervised.attribute.NumericToNominal-R10-weka.filters.unsupervised.attribute.NominalToString-C10-weka.filters.unsupervised.attribute.StringToNominal-R10-weka.filters.unsupervised.attribute.Remove-R1,3-weka.filters.unsupervised.attribute.Remove-R1'

@attribute anio numeric
@attribute mes numeric
@attribute entradas_mes numeric
@attribute salidas_mes numeric
@attribute consumo_promedio_3m numeric
@attribute stock_actual numeric
@attribute agotado {no,si}

@data
2025,9,117,0,0,21250,no
2025,10,252,0,0,21502,no
2025,11,0,0,0,21502,no
2020,1,196,0,0,196,no
2020,2,0,0,0,196,no
2020,3,537,0,0,733,no
2020,4,410,0,0,1143,no
2020,5,162,0,0,1305,no
2020,6,0,0,0,1305,no
2020,7,600,0,0,1905,no
2020,8,0,0,0,1905,no
2020,9,0,0,0,1905,no
2020,10,0,0,0,1905,no
2020,11,266,0,0,2171,no
2020,12,52,0,0,2223,no
2021,1,770,0,0,2993,no
2021,2,395,0,0,3388,no
2021,3,1258,0,0,4646,no
2021,4,985,0,0,5631,no
2021,5,0,0,0,5631,no
2021,6,0,0,0,5631,no
2021,7,101,0,0,5732,no
2021,8,362,0,0,6094,no
2021,9,0,0,0,6094,no
2021,10,204,0,0,6298,no
2021,11,90,0,0,6388,no
2021,12,111,0,0,6499,no
2022,1,900,0,0,7399,no
2022,2,177,0,0,7576,no
2022,3,503,0,0,8079,no
2022,4,0,0,0,8079,no
2022,5,547,0,0,8626,no
2022,6,29,0,0,8655,no
2022,7,515,0,0,9170,no
2022,8,0,0,0,9170,no
2022,9,0,0,0,9170,no
2022,10,0,0,0,9170,no
2022,11,949,0,0,10119,no
2022,12,0,0,0,10119,no
2023,1,956,0,0,11075,no
2023,2,544,0,0,11619,no
2023,3,35,0,0,11654,no
2023,4,379,0,0,12033,no
2023,5,68,0,0,12101,no
2023,6,0,0,0,12101,no
2023,7,656,0,0,12757,no
2023,8,212,0,0,12969,no
2023,9,0,0,0,12969,no
2023,10,0,0,0,12969,no
2023,11,114,0,0,13083,no
2023,12,0,0,0,13083,no
2024,1,748,0,0,13831,no
2024,2,547,0,0,14378,no
2024,3,1492,0,0,15870,no
2024,4,0,0,0,15870,no
2024,5,0,0,0,15870,no
2024,6,0,0,0,15870,no
2024,7,0,0,0,15870,no
2024,8,0,0,0,15870,no
2024,9,0,0,0,15870,no
2024,10,687,0,0,16557,no
2024,11,375,0,0,16932,no
2024,12,460,0,0,17392,no
2025,1,1025,0,0,18417,no
2025,2,484,0,0,18901,no
2025,3,0,0,0,18901,no
2025,4,0,0,0,18901,no
2025,5,0,0,0,18901,no
2025,6,272,0,0,19173,no
2025,7,0,0,0,19173,no
2025,8,0,0,0,19173,no
2025,9,0,0,0,19173,no
2025,10,0,0,0,19173,no
2025,11,0,0,0,19173,no
2020,1,849,0,0,983,no
2020,2,678,0,0,1661,no
2020,3,325,0,0,1986,no
2020,4,265,0,0,2251,no
2020,5,36,0,0,2287,no
2020,6,0,0,0,2287,no
2020,7,140,0,0,2427,no
2020,8,0,0,0,2427,no
2020,9,0,0,0,2427,no
2020,10,0,0,0,2427,no
2020,11,82,0,0,2509,no
2020,12,128,0,0,2637,no
2021,1,1534,0,0,4171,no
2021,2,458,0,0,4629,no
2021,3,1052,0,0,5681,no
2021,4,0,0,0,5681,no
2021,5,791,0,0,6472,no
2021,6,0,0,0,6472,no
2021,7,1205,0,0,7677,no
2021,8,0,0,0,7677,no
2021,9,0,0,0,7677,no
2021,10,0,0,0,7677,no
2021,11,0,0,0,7677,no
2021,12,868,0,0,8545,no
2022,1,659,0,0,9204,no
2022,2,506,0,0,9710,no
2022,3,370,0,0,10080,no
2022,4,0,0,0,10080,no
2022,5,1724,0,0,11804,no
2022,6,0,0,0,11804,no
2022,7,352,0,0,12156,no
2022,8,373,0,0,12529,no
2022,9,197,0,0,12726,no
2022,10,0,0,0,12726,no
2022,11,219,0,0,12945,no
2022,12,961,0,0,13906,no
2023,1,245,0,0,14151,no
2023,2,264,0,0,14415,no
2023,3,755,0,0,15170,no
2023,4,0,0,0,15170,no
2023,5,0,0,0,15170,no
2023,6,470,0,0,15640,no
2023,7,974,0,0,16614,no
2023,8,0,0,0,16614,no
2023,9,0,0,0,16614,no
2023,10,0,0,0,16614,no
2023,11,651,0,0,17265,no
2023,12,187,0,0,17452,no
2024,1,275,0,0,17727,no
2024,2,241,0,0,17968,no
2024,3,180,0,0,18148,no
2024,4,0,0,0,18148,no
2024,5,0,0,0,18148,no
2024,6,0,0,0,18148,no
2024,7,851,0,0,18999,no
2024,8,31,0,0,19030,no
2024,9,0,0,0,19030,no
2024,10,0,0,0,19030,no
2024,11,0,0,0,19030,no
2024,12,0,0,0,19030,no
2025,1,603,0,0,19633,no
2025,2,861,0,0,20494,no
2025,3,831,0,0,21325,no
2025,4,0,0,0,21325,no
2025,5,53,0,0,21378,no
2025,6,0,0,0,21378,no
2025,7,362,0,0,21740,no
2025,8,0,0,0,21740,no
2025,9,0,0,0,21740,no
2025,10,0,0,0,21740,no
2025,11,0,0,0,21740,no
2020,1,2741,0,0,3168,no
2020,2,0,0,0,3168,no
2020,3,889,0,0,4057,no
2020,4,344,0,0,4401,no
2020,5,1056,0,0,5457,no
2020,6,1257,0,0,6714,no
2020,7,3009,0,0,9723,no
2020,8,236,0,0,9959,no
2020,9,0,0,0,9959,no
2020,10,1387,0,0,11346,no
2020,11,1501,0,0,12847,no
2020,12,27,0,0,12874,no
2021,1,1858,0,0,14732,no
2021,2,0,0,0,14732,no
2021,3,0,0,0,14732,no
2021,4,974,0,0,15706,no
2021,5,2286,0,0,17992,no
2021,6,0,0,0,17992,no
2021,7,1700,0,0,19692,no
2021,8,184,0,0,19876,no
2021,9,1778,0,0,21654,no
2021,10,135,0,0,21789,no
2021,11,498,0,0,22287,no
2021,12,3632,0,0,25919,no
2022,1,2765,0,0,28684,no
2022,2,2828,0,0,31512,no
2022,3,156,0,0,31668,no
2022,4,0,0,0,31668,no
2022,5,0,0,0,31668,no
2022,6,3908,0,0,35576,no
2022,7,6125,0,0,41701,no
2022,8,0,0,0,41701,no
2022,9,0,0,0,41701,no
2022,10,0,0,0,41701,no
2022,11,0,0,0,41701,no
2022,12,711,0,0,42412,no
2023,1,5114,0,0,47526,no
2023,2,0,0,0,47526,no
2023,3,0,0,0,47526,no
2023,4,0,0,0,47526,no
2023,5,0,0,0,47526,no
2023,6,0,0,0,47526,no
2023,7,0,0,0,47526,no
2023,8,0,0,0,47526,no
2023,9,103,0,0,47629,no
2023,10,1920,0,0,49549,no
2023,11,1830,0,0,51379,no
2023,12,1972,0,0,53351,no
2024,1,1428,0,0,54779,no
2024,2,0,0,0,54779,no
2024,3,0,0,0,54779,no
2024,4,0,0,0,54779,no
2024,5,0,0,0,54779,no
2024,6,3243,0,0,58022,no
2024,7,2045,0,0,60067,no
2024,8,0,0,0,60067,no
2024,9,0,0,0,60067,no
2024,10,0,0,0,60067,no
2024,11,2199,0,0,62266,no
2024,12,2114,0,0,64380,no
2025,1,951,0,0,65331,no
2025,2,2599,0,0,67930,no
2025,3,3573,0,0,71503,no
2025,4,119,0,0,71622,no
2025,5,1904,0,0,73526,no
2025,6,1152,0,0,74678,no
2025,7,0,0,0,74678,no
2025,8,0,0,0,74678,no
2025,9,0,0,0,74678,no
2025,10,1660,0,0,76338,no
2025,11,1019,0,0,77357,no
2020,1,2638,0,0,2638,no
2020,2,552,0,0,3190,no
2020,3,1854,0,0,5044,no
2020,4,911,0,0,5955,no
2020,5,1140,0,0,7095,no
2020,6,0,0,0,7095,no
2020,7,7366,0,0,14461,no
2020,8,0,0,0,14461,no
2020,9,391,0,0,14852,no
2020,10,0,0,0,14852,no
2020,11,4635,0,0,19487,no
2020,12,1599,0,0,21086,no
2021,1,1174,0,0,22260,no
2021,2,4592,0,0,26852,no
2021,3,0,0,0,26852,no
2021,4,0,0,0,26852,no
2021,5,1563,0,0,28415,no
2021,6,0,0,0,28415,no
2021,7,1216,0,0,29631,no
2021,8,0,0,0,29631,no
2021,9,97,0,0,29728,no
2021,10,0,0,0,29728,no
2021,11,2584,0,0,32312,no
2021,12,548,0,0,32860,no
2022,1,602,0,0,33462,no
2022,2,930,0,0,34392,no
2022,3,1862,0,0,36254,no
2022,4,0,0,0,36254,no
2022,5,0,0,0,36254,no
2022,6,0,0,0,36254,no
2022,7,4240,0,0,40494,no
2022,8,0,0,0,40494,no
2022,9,0,0,0,40494,no
2022,10,0,0,0,40494,no
2022,11,2508,0,0,43002,no
2022,12,1648,0,0,44650,no
2023,1,3348,0,0,47998,no
2023,2,2491,0,0,50489,no
2023,3,841,0,0,51330,no
2023,4,140,0,0,51470,no
2023,5,0,0,0,51470,no
2023,6,1680,0,0,53150,no
2023,7,1819,0,0,54969,no
2023,8,0,0,0,54969,no
2023,9,1110,0,0,56079,no
2023,10,3510,0,0,59589,no
2023,11,0,0,0,59589,no
2023,12,1613,0,0,61202,no
2024,1,4636,0,0,65838,no
2024,2,0,0,0,65838,no
2024,3,1081,0,0,66919,no
2024,4,0,0,0,66919,no
2024,5,1680,0,0,68599,no
2024,6,81,0,0,68680,no
2024,7,1259,0,0,69939,no
2024,8,1585,0,0,71524,no
2024,9,1481,0,0,73005,no
2024,10,0,0,0,73005,no
2024,11,2369,0,0,75374,no
2024,12,0,0,0,75374,no
2025,1,1860,0,0,77234,no
2025,2,2339,0,0,79573,no
2025,3,181,0,0,79754,no
2025,4,0,0,0,79754,no
2025,5,0,0,0,79754,no
2025,6,0,0,0,79754,no
2025,7,4468,0,0,84222,no
2025,8,0,0,0,84222,no
2025,9,0,0,0,84222,no
2025,10,1477,0,0,85699,no
2025,11,694,0,0,86393,no
2020,1,1847,0,0,2705,no
2020,2,993,0,0,3698,no
2020,3,3457,0,0,7155,no
2020,4,0,0,0,7155,no
2020,5,0,0,0,7155,no
2020,6,1635,0,0,8790,no
2020,7,2488,0,0,11278,no
2020,8,0,0,0,11278,no
2020,9,1367,0,0,12645,no
2020,10,0,0,0,12645,no
2020,11,4775,0,0,17420,no
2020,12,247,0,0,17667,no
2021,1,1884,0,0,19551,no
2021,2,0,0,0,19551,no
2021,3,3777,0,0,23328,no
2021,4,2331,0,0,25659,no
2021,5,0,0,0,25659,no
2021,6,1553,0,0,27212,no
2021,7,0,0,0,27212,no
2021,8,0,0,0,27212,no
2021,9,454,0,0,27666,no
2021,10,1735,0,0,29401,no
2021,11,4937,0,0,34338,no
2021,12,735,0,0,35073,no
2022,1,1133,0,0,36206,no
2022,2,1918,0,0,38124,no
2022,3,3460,0,0,41584,no
2022,4,0,0,0,41584,no
2022,5,713,0,0,42297,no
2022,6,2254,0,0,44551,no
2022,7,2341,0,0,46892,no
2022,8,3086,0,0,49978,no
2022,9,0,0,0,49978,no
2022,10,0,0,0,49978,no
2022,11,1990,0,0,51968,no
2022,12,1860,0,0,53828,no
2023,1,2056,0,0,55884,no
2023,2,0,0,0,55884,no
2023,3,1943,0,0,57827,no
2023,4,1561,0,0,59388,no
2023,5,0,0,0,59388,no
2023,6,0,0,0,59388,no
2023,7,3448,0,0,62836,no
2023,8,1049,0,0,63885,no
2023,9,0,0,0,63885,no
2023,10,1199,0,0,65084,no
2023,11,3299,0,0,68383,no
2023,12,2183,0,0,70566,no
2024,1,3162,0,0,73728,no
2024,2,271,0,0,73999,no
2024,3,3653,0,0,77652,no
2024,4,1967,0,0,79619,no
2024,5,0,0,0,79619,no
2024,6,1143,0,0,80762,no
2024,7,1174,0,0,81936,no
2024,8,0,0,0,81936,no
2024,9,0,0,0,81936,no
2024,10,0,0,0,81936,no
2024,11,0,0,0,81936,no
2024,12,1232,0,0,83168,no
2025,1,3065,0,0,86233,no
2025,2,1412,0,0,87645,no
2025,3,3707,0,0,91352,no
2025,4,733,0,0,92085,no
2025,5,2470,0,0,94555,no
2025,6,0,0,0,94555,no
2025,7,630,0,0,95185,no
2025,8,0,0,0,95185,no
2025,9,3361,0,0,98546,no
2025,10,0,0,0,98546,no
2025,11,0,0,0,98546,no
2020,1,1839,0,0,3059,no
2020,2,526,0,0,3585,no
2020,3,3167,0,0,6752,no
2020,4,1274,0,0,8026,no
2020,5,1935,0,0,9961,no
2020,6,1412,0,0,11373,no
2020,7,5010,0,0,16383,no
2020,8,1786,0,0,18169,no
2020,9,1598,0,0,19767,no
2020,10,0,0,0,19767,no
2020,11,2574,0,0,22341,no
2020,12,281,0,0,22622,no
2021,1,0,0,0,22622,no
2021,2,911,0,0,23533,no
2021,3,3526,0,0,27059,no
2021,4,1981,0,0,29040,no
2021,5,0,0,0,29040,no
2021,6,872,0,0,29912,no
2021,7,1818,0,0,31730,no
2021,8,0,0,0,31730,no
2021,9,0,0,0,31730,no
2021,10,3206,0,0,34936,no
2021,11,0,0,0,34936,no
2021,12,2136,0,0,37072,no
2022,1,756,0,0,37828,no
2022,2,1068,0,0,38896,no
2022,3,1137,0,0,40033,no
2022,4,1446,0,0,41479,no
2022,5,0,0,0,41479,no
2022,6,1750,0,0,43229,no
2022,7,0,0,0,43229,no
2022,8,0,0,0,43229,no
2022,9,0,0,0,43229,no
2022,10,0,0,0,43229,no
2022,11,2130,0,0,45359,no
2022,12,1274,0,0,46633,no
2023,1,1335,0,0,47968,no
2023,2,1037,0,0,49005,no
2023,3,0,0,0,49005,no
2023,4,2444,0,0,51449,no
2023,5,0,0,0,51449,no
2023,6,0,0,0,51449,no
2023,7,1413,0,0,52862,no
2023,8,0,0,0,52862,no
2023,9,1371,0,0,54233,no
2023,10,0,0,0,54233,no
2023,11,1067,0,0,55300,no
2023,12,3712,0,0,59012,no
2024,1,1970,0,0,60982,no
2024,2,557,0,0,61539,no
2024,3,919,0,0,62458,no
2024,4,0,0,0,62458,no
2024,5,0,0,0,62458,no
2024,6,0,0,0,62458,no
2024,7,2585,0,0,65043,no
2024,8,0,0,0,65043,no
2024,9,0,0,0,65043,no
2024,10,0,0,0,65043,no
2024,11,0,0,0,65043,no
2024,12,458,0,0,65501,no
2025,1,5175,0,0,70676,no
2025,2,0,0,0,70676,no
2025,3,2081,0,0,72757,no
2025,4,377,0,0,73134,no
2025,5,1462,0,0,74596,no
2025,6,1844,0,0,76440,no
2025,7,0,0,0,76440,no
2025,8,400,0,0,76840,no
2025,9,0,0,0,76840,no
2025,10,0,0,0,76840,no
2025,11,1144,0,0,77984,no
2020,1,3086,0,0,4197,no
2020,2,1697,0,0,5894,no
2020,3,1145,0,0,7039,no
2020,4,2645,0,0,9684,no
2020,5,3038,0,0,12722,no
2020,6,1206,0,0,13928,no
2020,7,352,0,0,14280,no
2020,8,2720,0,0,17000,no
2020,9,0,0,0,17000,no
2020,10,4003,0,0,21003,no
2020,11,1660,0,0,22663,no
2020,12,2218,0,0,24881,no
2021,1,0,0,0,24881,no
2021,2,3753,0,0,28634,no
2021,3,7769,0,0,36403,no
2021,4,773,0,0,37176,no
2021,5,0,0,0,37176,no
2021,6,0,0,0,37176,no
2021,7,1336,0,0,38512,no
2021,8,0,0,0,38512,no
2021,9,0,0,0,38512,no
2021,10,0,0,0,38512,no
2021,11,817,0,0,39329,no
2021,12,2356,0,0,41685,no
2022,1,723,0,0,42408,no
2022,2,5436,0,0,47844,no
2022,3,1535,0,0,49379,no
2022,4,372,0,0,49751,no
2022,5,0,0,0,49751,no
2022,6,1599,0,0,51350,no
2022,7,998,0,0,52348,no
2022,8,0,0,0,52348,no
2022,9,0,0,0,52348,no
2022,10,1145,0,0,53493,no
2022,11,1025,0,0,54518,no
2022,12,525,0,0,55043,no
2023,1,3159,0,0,58202,no
2023,2,0,0,0,58202,no
2023,3,1029,0,0,59231,no
2023,4,0,0,0,59231,no
2023,5,0,0,0,59231,no
2023,6,0,0,0,59231,no
2023,7,1977,0,0,61208,no
2023,8,0,0,0,61208,no
2023,9,0,0,0,61208,no
2023,10,0,0,0,61208,no
2023,11,4128,0,0,65336,no
2023,12,1275,0,0,66611,no
2024,1,1652,0,0,68263,no
2024,2,1338,0,0,69601,no
2024,3,94,0,0,69695,no
2024,4,0,0,0,69695,no
2024,5,2954,0,0,72649,no
2024,6,0,0,0,72649,no
2024,7,3923,0,0,76572,no
2024,8,0,0,0,76572,no
2024,9,505,0,0,77077,no
2024,10,0,0,0,77077,no
2024,11,0,0,0,77077,no
2024,12,4205,0,0,81282,no
2025,1,670,0,0,81952,no
2025,2,5818,0,0,87770,no
2025,3,2512,0,0,90282,no
2025,4,1951,0,0,92233,no
2025,5,0,0,0,92233,no
2025,6,856,0,0,93089,no
2025,7,1229,0,0,94318,no
2025,8,0,0,0,94318,no
2025,9,842,0,0,95160,no
2025,10,1804,0,0,96964,no
2025,11,0,0,0,96964,no
2020,1,3087,0,0,3983,no
2020,2,2854,0,0,6837,no
2020,3,0,0,0,6837,no
2020,4,0,0,0,6837,no
2020,5,1069,0,0,7906,no
2020,6,1791,0,0,9697,no
2020,7,5585,0,0,15282,no
2020,8,0,0,0,15282,no
2020,9,409,0,0,15691,no
2020,10,0,0,0,15691,no
2020,11,4753,0,0,20444,no
2020,12,0,0,0,20444,no
2021,1,2445,0,0,22889,no
2021,2,2305,0,0,25194,no
2021,3,2188,0,0,27382,no
2021,4,3064,0,0,30446,no
2021,5,0,0,0,30446,no
2021,6,2554,0,0,33000,no
2021,7,349,0,0,33349,no
2021,8,387,0,0,33736,no
2021,9,0,0,0,33736,no
2021,10,0,0,0,33736,no
2021,11,0,0,0,33736,no
2021,12,0,0,0,33736,no
2022,1,1722,0,0,35458,no
2022,2,2732,0,0,38190,no
2022,3,2767,0,0,40957,no
2022,4,614,0,0,41571,no
2022,5,0,0,0,41571,no
2022,6,0,0,0,41571,no
2022,7,1324,0,0,42895,no
2022,8,0,0,0,42895,no
2022,9,0,0,0,42895,no
2022,10,0,0,0,42895,no
2022,11,0,0,0,42895,no
2022,12,1759,0,0,44654,no
2023,1,2392,0,0,47046,no
2023,2,5138,0,0,52184,no
2023,3,0,0,0,52184,no
2023,4,0,0,0,52184,no
2023,5,0,0,0,52184,no
2023,6,0,0,0,52184,no
2023,7,7145,0,0,59329,no
2023,8,0,0,0,59329,no
2023,9,0,0,0,59329,no
2023,10,4383,0,0,63712,no
2023,11,4377,0,0,68089,no
2023,12,2716,0,0,70805,no
2024,1,2540,0,0,73345,no
2024,2,2112,0,0,75457,no
2024,3,403,0,0,75860,no
2024,4,0,0,0,75860,no
2024,5,0,0,0,75860,no
2024,6,561,0,0,76421,no
2024,7,2028,0,0,78449,no
2024,8,0,0,0,78449,no
2024,9,1965,0,0,80414,no
2024,10,1576,0,0,81990,no
2024,11,1639,0,0,83629,no
2024,12,4870,0,0,88499,no
2025,1,5316,0,0,93815,no
2025,2,3152,0,0,96967,no
2025,3,1371,0,0,98338,no
2025,4,0,0,0,98338,no
2025,5,0,0,0,98338,no
2025,6,0,0,0,98338,no
2025,7,1878,0,0,100216,no
2025,8,0,0,0,100216,no
2025,9,0,0,0,100216,no
2025,10,0,0,0,100216,no
2025,11,528,0,0,100744,no
2020,1,355,0,0,399,no
2020,2,0,0,0,399,no
2020,3,0,0,0,399,no
2020,4,0,0,0,399,no
2020,5,0,0,0,399,no
2020,6,0,0,0,399,no
2020,7,378,0,0,777,no
2020,8,0,0,0,777,no
2020,9,0,0,0,777,no
2020,10,0,0,0,777,no
2020,11,478,0,0,1255,no
2020,12,758,0,0,2013,no
2021,1,899,0,0,2912,no
2021,2,619,0,0,3531,no
2021,3,405,0,0,3936,no
2021,4,399,0,0,4335,no
2021,5,0,0,0,4335,no
2021,6,397,0,0,4732,no
2021,7,438,0,0,5170,no
2021,8,228,0,0,5398,no
2021,9,208,0,0,5606,no
2021,10,351,0,0,5957,no
2021,11,392,0,0,6349,no
2021,12,0,0,0,6349,no
2022,1,803,0,0,7152,no
2022,2,269,0,0,7421,no
2022,3,760,0,0,8181,no
2022,4,524,0,0,8705,no
2022,5,0,0,0,8705,no
2022,6,289,0,0,8994,no
2022,7,28,0,0,9022,no
2022,8,0,0,0,9022,no
2022,9,0,0,0,9022,no
2022,10,0,0,0,9022,no
2022,11,0,0,0,9022,no
2022,12,203,0,0,9225,no
2023,1,945,0,0,10170,no
2023,2,510,0,0,10680,no
2023,3,403,0,0,11083,no
2023,4,0,0,0,11083,no
2023,5,185,0,0,11268,no
2023,6,0,0,0,11268,no
2023,7,0,0,0,11268,no
2023,8,0,0,0,11268,no
2023,9,0,0,0,11268,no
2023,10,1003,0,0,12271,no
2023,11,306,0,0,12577,no
2023,12,367,0,0,12944,no
2024,1,594,0,0,13538,no
2024,2,425,0,0,13963,no
2024,3,0,0,0,13963,no
2024,4,0,0,0,13963,no
2024,5,108,0,0,14071,no
2024,6,0,0,0,14071,no
2024,7,168,0,0,14239,no
2024,8,0,0,0,14239,no
2024,9,0,0,0,14239,no
2024,10,0,0,0,14239,no
2024,11,718,0,0,14957,no
2024,12,314,0,0,15271,no
2025,1,0,0,0,15271,no
2025,2,301,0,0,15572,no
2025,3,1250,0,0,16822,no
2025,4,0,0,0,16822,no
2025,5,0,0,0,16822,no
2025,6,0,0,0,16822,no
2025,7,414,0,0,17236,no
2025,8,0,0,0,17236,no
2025,9,0,0,0,17236,no
2025,10,0,0,0,17236,no
2025,11,0,0,0,17236,no
2020,1,216,0,0,547,no
2020,2,667,0,0,1214,no
2020,3,0,0,0,1214,no
2020,4,0,0,0,1214,no
2020,5,0,0,0,1214,no
2020,6,522,0,0,1736,no
2020,7,229,0,0,1965,no
2020,8,14,0,0,1979,no
2020,9,115,0,0,2094,no
2020,10,0,0,0,2094,no
2020,11,421,0,0,2515,no
2020,12,169,0,0,2684,no
2021,1,387,0,0,3071,no
2021,2,715,0,0,3786,no
2021,3,493,0,0,4279,no
2021,4,378,0,0,4657,no
2021,5,488,0,0,5145,no
2021,6,0,0,0,5145,no
2021,7,0,0,0,5145,no
2021,8,0,0,0,5145,no
2021,9,0,0,0,5145,no
2021,10,0,0,0,5145,no
2021,11,0,0,0,5145,no
2021,12,85,0,0,5230,no
2022,1,1107,0,0,6337,no
2022,2,571,0,0,6908,no
2022,3,142,0,0,7050,no
2022,4,0,0,0,7050,no
2022,5,0,0,0,7050,no
2022,6,0,0,0,7050,no
2022,7,1267,0,0,8317,no
2022,8,338,0,0,8655,no
2022,9,0,0,0,8655,no
2022,10,397,0,0,9052,no
2022,11,621,0,0,9673,no
2022,12,288,0,0,9961,no
2023,1,825,0,0,10786,no
2023,2,258,0,0,11044,no
2023,3,169,0,0,11213,no
2023,4,89,0,0,11302,no
2023,5,39,0,0,11341,no
2023,6,75,0,0,11416,no
2023,7,371,0,0,11787,no
2023,8,0,0,0,11787,no
2023,9,270,0,0,12057,no
2023,10,0,0,0,12057,no
2023,11,488,0,0,12545,no
2023,12,2226,0,0,14771,no
2024,1,427,0,0,15198,no
2024,2,445,0,0,15643,no
2024,3,341,0,0,15984,no
2024,4,0,0,0,15984,no
2024,5,0,0,0,15984,no
2024,6,263,0,0,16247,no
2024,7,1230,0,0,17477,no
2024,8,0,0,0,17477,no
2024,9,392,0,0,17869,no
2024,10,0,0,0,17869,no
2024,11,0,0,0,17869,no
2024,12,507,0,0,18376,no
2025,1,309,0,0,18685,no
2025,2,924,0,0,19609,no
2025,3,0,0,0,19609,no
2025,4,178,0,0,19787,no
2025,5,192,0,0,19979,no
2025,6,0,0,0,19979,no
2025,7,432,0,0,20411,no
2025,8,500,0,0,20911,no
2025,9,118,0,0,21029,no
2025,10,0,0,0,21029,no
2025,11,176,0,0,21205,no
2020,1,1218,0,0,1499,no
2020,2,374,0,0,1873,no
2020,3,309,0,0,2182,no
2020,4,0,0,0,2182,no
2020,5,0,0,0,2182,no
2020,6,499,0,0,2681,no
2020,7,449,0,0,3130,no
2020,8,472,0,0,3602,no
2020,9,0,0,0,3602,no
2020,10,0,0,0,3602,no
2020,11,0,0,0,3602,no
2020,12,99,0,0,3701,no
2021,1,474,0,0,4175,no
2021,2,257,0,0,4432,no
2021,3,0,0,0,4432,no
2021,4,563,0,0,4995,no
2021,5,0,0,0,4995,no
2021,6,0,0,0,4995,no
2021,7,488,0,0,5483,no
2021,8,211,0,0,5694,no
2021,9,0,0,0,5694,no
2021,10,140,0,0,5834,no
2021,11,288,0,0,6122,no
2021,12,1130,0,0,7252,no
2022,1,544,0,0,7796,no
2022,2,57,0,0,7853,no
2022,3,136,0,0,7989,no
2022,4,0,0,0,7989,no
2022,5,880,0,0,8869,no
2022,6,0,0,0,8869,no
2022,7,11,0,0,8880,no
2022,8,306,0,0,9186,no
2022,9,0,0,0,9186,no
2022,10,0,0,0,9186,no
2022,11,0,0,0,9186,no
2022,12,485,0,0,9671,no
2023,1,84,0,0,9755,no
2023,2,689,0,0,10444,no
2023,3,474,0,0,10918,no
2023,4,0,0,0,10918,no
2023,5,0,0,0,10918,no
2023,6,0,0,0,10918,no
2023,7,195,0,0,11113,no
2023,8,101,0,0,11214,no
2023,9,0,0,0,11214,no
2023,10,0,0,0,11214,no
2023,11,411,0,0,11625,no
2023,12,0,0,0,11625,no
2024,1,449,0,0,12074,no
2024,2,473,0,0,12547,no
2024,3,512,0,0,13059,no
2024,4,0,0,0,13059,no
2024,5,0,0,0,13059,no
2024,6,0,0,0,13059,no
2024,7,443,0,0,13502,no
2024,8,0,0,0,13502,no
2024,9,53,0,0,13555,no
2024,10,0,0,0,13555,no
2024,11,0,0,0,13555,no
2024,12,61,0,0,13616,no
2025,1,974,0,0,14590,no
2025,2,893,0,0,15483,no
2025,3,486,0,0,15969,no
2025,4,0,0,0,15969,no
2025,5,451,0,0,16420,no
2025,6,0,0,0,16420,no
2025,7,433,0,0,16853,no
2025,8,0,0,0,16853,no
2025,9,0,0,0,16853,no
2025,10,0,0,0,16853,no
2025,11,237,0,0,17090,no
2020,1,1136,0,0,1295,no
2020,2,970,0,0,2265,no
2020,3,480,0,0,2745,no
2020,4,542,0,0,3287,no
2020,5,0,0,0,3287,no
2020,6,0,0,0,3287,no
2020,7,0,0,0,3287,no
2020,8,0,0,0,3287,no
2020,9,0,0,0,3287,no
2020,10,483,0,0,3770,no
2020,11,766,0,0,4536,no
2020,12,791,0,0,5327,no
2021,1,145,0,0,5472,no
2021,2,614,0,0,6086,no
2021,3,617,0,0,6703,no
2021,4,0,0,0,6703,no
2021,5,0,0,0,6703,no
2021,6,79,0,0,6782,no
2021,7,1202,0,0,7984,no
2021,8,0,0,0,7984,no
2021,9,247,0,0,8231,no
2021,10,26,0,0,8257,no
2021,11,0,0,0,8257,no
2021,12,1069,0,0,9326,no
2022,1,930,0,0,10256,no
2022,2,207,0,0,10463,no
2022,3,0,0,0,10463,no
2022,4,150,0,0,10613,no
2022,5,0,0,0,10613,no
2022,6,180,0,0,10793,no
2022,7,359,0,0,11152,no
2022,8,0,0,0,11152,no
2022,9,0,0,0,11152,no
2022,10,0,0,0,11152,no
2022,11,853,0,0,12005,no
2022,12,668,0,0,12673,no
2023,1,776,0,0,13449,no
2023,2,161,0,0,13610,no
2023,3,310,0,0,13920,no
2023,4,0,0,0,13920,no
2023,5,108,0,0,14028,no
2023,6,0,0,0,14028,no
2023,7,780,0,0,14808,no
2023,8,0,0,0,14808,no
2023,9,0,0,0,14808,no
2023,10,0,0,0,14808,no
2023,11,280,0,0,15088,no
2023,12,0,0,0,15088,no
2024,1,745,0,0,15833,no
2024,2,494,0,0,16327,no
2024,3,71,0,0,16398,no
2024,4,0,0,0,16398,no
2024,5,872,0,0,17270,no
2024,6,0,0,0,17270,no
2024,7,0,0,0,17270,no
2024,8,0,0,0,17270,no
2024,9,0,0,0,17270,no
2024,10,0,0,0,17270,no
2024,11,907,0,0,18177,no
2024,12,0,0,0,18177,no
2025,1,1209,0,0,19386,no
2025,2,720,0,0,20106,no
